text,language
"Ia juga sering diundang menjadi moderator, penyaji dan peserta pada berbagai seminar mengenai statistik.",Indonesian
"Akhirnya, kemampuan dirinya sebagai pemangku takhta masih dapat diperdebatkan.",Indonesian
Untuk tampilan juga disediakan wallpaper dan tema yang dapat didownload di http://art.,Indonesian
"Sebagai tanda terima kasihnya, Kyoko mencium Nube.",Indonesian
Pada titik ini harapan akan kemenangan pasukan Kristen semakin memudar.,Indonesian
"Kartu tanpa-kontak dan chip kartu dapat secara elektronik menghasilkan kode mereka sendiri, seperti iCVV atau suatu CVV dinamis.",Indonesian
"Beliau berkata kepadaku, �Selamat datang, kami telah menantimu sejak lama.�",Indonesian
"Celestron C14 0.36-meter f/5.5, dan supernova ini sendiri ditemukan pada 2 Januari 2011.",Indonesian
Namun upaya penangkapan ini tak berhasil akibat solidnya pertahanan yang diberikan pihak Jepang.,Indonesian
Puncak ini naik di tengah pulau di perbatasan antara Frontera dan El Pinar de El Hierro kota (,Indonesian
"Pada tahun 1975, saat itu Sofyan berusia sekitar 10 tahun, ayahnya terlibat dalam Komando Jihad, sebuah organisasi yang berbasis di Jakarta.",Indonesian
Proporsi yang terlalu besar dalam suatu arah atau sebaliknya adalah menyatakan bahwa telah tampak terjadinya suatu gejala pembalikan arah / tren.,Indonesian
"Dalam persidangan pada 27 Januari 1606, delapan dari korban selamat, termasuk Fawkes, dihukum dan dijatuhi hukuman gantung.",Indonesian
Mulai abad ke-12 banyak kota di Eropa menyediakan tempat penampungan bagi orang dengan gangguan jiwa.,Indonesian
Artikel jurnal ilmiah bisa berupa laporan hasil penelitian terbaru atau tinjauan literatur.,Indonesian
Ketjantikan dan masuk angin sudah terdjaga dengan sendirinya.,Indonesian
"Awalnya, museum Siwalima hanya menyimpan koleksi-",Indonesian
"Antara 1820 dan 1870, sebagian besar hutan perawan dibersihkan untuk membantu Singapura menjadi pos perdagangan yang penting.",Indonesian
"L. Aroean, S.H. (Sekretaris Dewan Penyantun USNI ) sebagai pejabat sementara Rektor yang berlangsung dalam beberapa bulan pada tahun 1993 sampai dengan tanggal 11 Pebruari 1994.",Indonesian
Para pekerja yang melakukan rekonstruksi sudah meninggalkan lokasi pada pukul 18:45.,Indonesian
Raja Dhana Nanda mewarisi kerajaan besar ayahnya.,Indonesian
"Jika fakta ini benar, maka gagasannya benar; jika tidak, maka salah.",Indonesian
"Mansa Abubakari II meninggalkan Musa sebagai wali raja kekaisaran, menunjukan stabilitas yang mengagumkan selama periode ini di Mali, dan berangkat dengan ekspedisi kedua yang memerintahkan 4.000 pirogue dilengkapi dengan dayung dan layar tahun 1311.",Indonesian
Ssalah satu realisasi dari tindakan Tentara ke 16 adalah dibentuknya Permusyawaratan Pemerintah di Jakarta pada tanggal 20 Desember 1942.,Indonesian
"Belanda selanjutnya mebangun sarana dan prasarana untuk memenuhi keperluan pemerintah penjajah diseluruh wilayah kerajaan Luwu mulai dari Selatan, Pitumpanua ke utara Poso, dan dari Tenggara Kolaka (Mengkongga) ke Barat Tana Toraja.",Indonesian
Suara ini dihasilkan dari pukulan dalang pada kotak tersebut dengan alat bernama cempala.,Indonesian
"Shenden terdapat banyak pepohonan besar, grojogan, dan sungai yang airnya sangat bersih.",Indonesian
"Walaupun 100 pesawat An-22 telah dipesan oleh AU Soviet dan Aeroflot, tetapi hanya sekitar setengahnya yang dibuat.",Indonesian
Prosedur yang sama juga digunakan dalam pemilihan delegasi untuk mengikuti Konvensi Nasional.,Indonesian
"Kemudian pada bulan Mei 1618, sejumlah warga Bohemia menyampaikan keluhan mereka tentang masalah ini dan isu lainnya.",Indonesian
Gagasan tentang kompleks rantai merupakan suatu gagasan yang menjadi inti bahasan dalam aljabar homologis.,Indonesian
"Awalnya, bagian kedua dari lagu merupakan lagu sebenarnya dan bagian pertama merupakan remix Pasadena, tetapi lagu yang dirilis merupakan lagu bagian pertama.",Indonesian
"Lunar Orbiter 5, yang terakhir dari seri Lunar Orbiter, dirancang untuk mengambil Apollo dan Surveyor lokasi pendaratan fotografi tambahan dan mengambil gambar survey luas bagian unphotographed dari sisi jauh Bulan.",Indonesian
Dirinya yang dengan berani melempar barang ke luar ruangan di depan guru pembimbing.,Indonesian
Istilah Sitinong-tinong ini diartikan sebagai lamaran yang tidak perlu memakai adat.,Indonesian
"Reproduksi pada fungi secara aseksual dilakukan melalui pembentukan tunas atau kuncup, serta melakukan proses fragmentasi dan menghasilkan spora aseksual (sporangiospora/konidiospora).",Indonesian
Ia meninggal pada tahun 924 dan dimakamkan di bagian utara kuil Hwangboksa.,Indonesian
"Arctic Monkeys bermain relatif baik namun pada malam kedua bersama G-Mex, Turner, pada satu titik pada malam pertama menghina orang-orang atas perlakuan mereka ke The Horrors � menyebut mereka ""idiot"" pada malam pertama dan ""tolol"" pada malam kedua.",Indonesian
Area Burung Penting Manowar dan Rocky Islands terletak sekitar 40 kilometer (25 mil) di barat laut.,Indonesian
Salah satu dari mereka kemudian berkata bahwa Ayyub telah melakukan dosa besar sehingga Allah tidak menghilangkan penyakit itu.,Indonesian
Beberapa keramik buatan Cina yang menempel pada dinding konon merupakan bagian dari hadiah ketika Sunan Gunung Jati menikah dengan Tan Hong Tien Nio.,Indonesian
"Suatu ketika anak laki-laki To Sangiang yang sulung berselisi paham dengan adik laki-lakinya yang bungsu tentang cara membajak sawah, bahkan perselisihannya menuju pada saling ingin membunuh.",Indonesian
"Ada beberapa peserta yang tidak berasal, bahkan tidak pernah menginjakkan kaki di daerah yang diwakilinya.",Indonesian
"Dari awal tahun sembilan puluhan, mereka disatukan sebagai perwakilan yang berbeda (""dialek"") dari satu teknologi, yang disebut komputasi evolusioner.",Indonesian
"Untuk mengukuhkan kehadiran gereja secara hukum, maka pada tanggal 25 Agustus 1983 status gereja ini diaktakan dan didaftarkan ke Bimas Kristen DKI Departemen Agama dan Departemen Kehakiman RI dengan diwakili Sdr.",Indonesian
"Di barat laut, geologi didominasi oleh sedimen dari Vecht Overijsselse dan tanah liat.",Indonesian
Penemuan ini menyebabkan daerah ini dinamai California.,Indonesian
"Singel debut di nomor satu pada Gaon Digital Chart, dengan penjualan di minggu pertama sebanyak 256.390 unit digital.",Indonesian
Ia kemudian menjadi raja Khmer Angkor yang paling agung.,Indonesian
"Pertimbangan lainnya adalah menguasai desa yang menghasilkan emas untuk merekrut pasukan, dan menempatkan pasukan untuk menghalangi pergerakan lawan.",Indonesian
"Itu baling-baling pendorong terletak di belakang tailplane belakang, untuk memiliki pesawat melebihi kecepatan proyeksi 400 km/jam.",Indonesian
Corolla Matrix yang berbentuk crossover Wagon / SUV dibuat hanya untuk pasar Amerika.,Indonesian
Awalnya ilmuwan melihat bahwa sapi ternyata tidak dapat terinfeksi HIV.,Indonesian
"Kemudian, Para Wasu membuat kesepakatan dengan sang dewi bahwa mereka akan menjelma sebagai delapan putra Prabu Santanu dan dilahirkan oleh Dewi Gangga.",Indonesian
Sebelumnya Persiba dijuluki Tim Selicin Minyak.,Indonesian
Aurelie menjerit ketakutan dan tak mampu bergerak.,Indonesian
"Namun, ia juga mengakui sejauh ini upaya untuk merasionalkan primbon terbilang sangat minim.",Indonesian
Imam tercatat pernah menduduki sejumlah jabatan penting.,Indonesian
"The Networked Individual in World Politics"" diterbitkan bulan Oktober 2007.",Indonesian
Cairan dalam perut mereka juga dapat disedot.,Indonesian
"Kelimanya menduga bahwa itu adalah ""syuting skala penuh"", namun apa yang menunggu mereka adalah pertempuran nyata dengan Bajak Laut Luar Angkasa yang berencana untuk menyerang Planet Pokkuru.",Indonesian
"Nabi bersabda: �Aku meminta kepada-Mu dengan segenap nama-Mu, yang telah Kau namakan diri-Mu dengannya, atau Kau turunkan dalam kitab-Mu, atau Kau ajarkan kepada salah satu hamba-Mu atau Kau simpan di dalam ilmu ghaib yang ada di sisi-Mu.�",Indonesian
"Anak perusahaannya, Borelli Tea Holdings, mengambil alih kendali manajemen Gisovu Tea Company Limited pada tahun 2011.",Indonesian
"Magdal�na Ryb�rikov� keluar sebagai juara setelah mengalahkan Rebecca Marino dengan skor 6-2, berhenti.",Indonesian
Smanik yaitu lomba kebersihan antar kelas bulanan.,Indonesian
"Semua aliran keagamaan ini bertujuan untuk menyelamatkan umat manusia, membuat seseorang bisa lebih jelas mengenal dirinya sendiri dan mampu membangun jiwa kerohanian yang lebih baik.",Indonesian
Google Earth dianggap sangat akurat dan lebih mendetail.,Indonesian
Aktif mengajar �mata kuliah ekonomi mikro syariah.,Indonesian
Airfoil NACA seri 8 didesain untuk penerbangan dengan kecepatan supercritical.,Indonesian
Naskah yang dikajinya berjudul Kunjarakarna.,Indonesian
Sekitar 700 spesies saat ini diakui sebagai bagian dari genus Cyperus.,Indonesian
"Pernah dalam suatu upacara, barisan KOKAM terkena berondongan peluru.",Indonesian
"Saat roti panggang terlepas dari tangan, peristiwa kejatuhan tersebut akan terjadi dalam sebuah sudut, secara alami akan tergelincir dari posisi sebelumnya, kemudian roti panggang akan terputar.",Indonesian
"Sherden (juga dikenal sebagai Serden atau Shardana) adalah salah satu kelompok orang dalam """,Indonesian
PT Semen Baturaja (Persero) Tbk.,Indonesian
Ia keluar dari perusahaan itu sebagai protes terhadap pimpinan perusahaan asing yang imperialisme dan kolonialisme yang kasar terhadap kaum buruh pribumi.,Indonesian
Proses pendirian ITK berawal dari keinginan pemerintah untuk memenuhi kebutuhan SDM teknik di luar pulau Jawa.,Indonesian
"Pada 26 Juni 2013, Juventus menulis keterangan lewat Twitter di akun resmi klub, yang menyatakan Tevez bergabung dengan Juventus.",Indonesian
"Pada kuartal kedua 2014, dari 9.895 perusahaan yang terdaftar di salah satu dari enam zona ekonomi, sebanyak 6.150 berbasis di Zhongguancun.",Indonesian
Supercell adalah grup musik Jepang yang terdiri dari 11 anggota dipimpin oleh komposer dan penulis lirik Ryo yang terbentuk pada tahun 2007 sebagai grup musik d?jin.,Indonesian
"Baik Daesung maupun Seungri, keduanya fokus pada kegiatan akting dan menjadi pembawa acara di TV.",Indonesian
Pierre kembali dari Piemonte tepat pada waktunya untuk memimpin pasukannya merebut kembali chateau dan tanah-tanahnya pada tahun 1266.,Indonesian
Fay Okell Bainter ( ) adalah seorang aktris film dan panggung Amerika.,Indonesian
Album ini juga sukses di Swiss dan Austria.,Indonesian
"Karena rakyat berkali-kali melakukan penyerangan gerilya, Belanda setalah beberapa waktu lamanya menduduki benteng tersebut, kemudian merusak dan meninggalkannya.",Indonesian
Ride adalah sebuah film aksi Telugu tahun 2009.,Indonesian
Partikel dari interaksi aurora ini menggelapkan wilayah kutub Jupiter (dalam panjang gelombang tampak).,Indonesian
"Khotbah ini juga terang-terangan menyebut Maria Magdalena dan perempuan-perempuan lain sebagai ""rasul"".",Indonesian
"Stabilitas soliton berfungsi menyeimbangkan ""efek nonlinier"" dan ""efek penyebaran"".",Indonesian
"Beberapa Fechtb�cher memiliki bagian perisai ganda (Stechschild), di mana senjata khusus hanya digunakan dalam pertarungan ganda atau duel.",Indonesian
Salah satu pohon keramat yang selalu dijadikan tempat pesembahan adalah pohon Mantikole.,Indonesian
"Tahun 1913, Griffin diangkat sebagai Direktur Rancangan dan Pembangunan Ibu Kota Federal dan pembangunan pun dimulai.",Indonesian
Galaksi ini adalah galaksi nomor 1401 di Virgo Cluster katalog ( VCC ) dari 2.096 galaksi yang dicalonkan menjadi anggota Klaster.,Indonesian
Ma�had Al Ulya MAN Kota Batu terletak di Jl. Patimura No. 25 Kota Batu berdiri di atas tanah seluas 4.000 m2.,Indonesian
Film ini mendapat pendapatan kotor sebesar $300 Juta di seluruh dunia dan mendapat kesuksesan box office internasional.,Indonesian
"Dalam bidang kesusastraan, terdapat berbagai ungkapan, pepatah, simbol, dan perumpamaan yang dimiliki oleh orang Minahasa, terutama oleh orang-orang tua yang bermukim di desa-desa.",Indonesian
Salah seorang pelatih monyet ini mengaku separuh monyet yang dilatihnya mati karena tidak kuat.,Indonesian
"Mio seorang seniman berbakat, ia kadang-kadang menggambar gambar homoerotic dari K?jir? di buku catatannya dan, dengan nama samaran laki-laki, telah memasuki beberapa manga erotis ke dalam kontes yang menjanjikan serialisasi kepada pemenangnya.",Indonesian
Gelombang pertama migrasi internasional ke Paris dimulai tahun 1820 dengan tibanya petani Jerman yang berusaha keluar dari krisis pertanian di Jerman.,Indonesian
"Awalnya dipasarkan sebagai UH-145, helikopter terpilih sebagai pemenang United States Army's Light Utility Helicopter (LUH)) Program pada tanggal 30 Juni 2006.",Indonesian
Film ini ditayangkan pada 9 Januari 2020.,Indonesian
"Sama seperti jenis-jenis kerapu lainnya, spesies ini terancam kelestariannya akrena rusaknya habitat dan penangkapan berlebih.",Indonesian
"Ingatan pun tertuju pada tindakan Soleman yang mengencingi sumur, sesaat setelah ia mengetahui ayam jago kesayangannya mati akibat kecebur di sumur satu-satunya itu.",Indonesian
Kamera Mi 8 memiliki skor keseluruhan 99 dan skor foto 105 di DxOMark.,Indonesian
Bangunan ini ditutup pada tahun 1932 dan dikonversi menjadi hotel yang befungsi sampai tahun 1980-an.,Indonesian
"Ketika ia wafat pada tanggal 23 Mei 1699, pengikutnya menjadikan hari wafatnya sebagai hari peringatan.",Indonesian
Kota ini memiliki penduduk 2.284 pada tahun 2000.,Indonesian
"Khuntulan berasal dari kata khoto'an yang artinya ""sholawat yang diucapkan bersama"".",Indonesian
Ayahnya piawai menggesek dawai biola dan sang ibu Etty Soedirman memainkan piano.,Indonesian
"Putri sulungnya Marina Mahathir, menjadi seorang novelis dan aktivis di beberapa lembaga non-pemerintah.",Indonesian
"Siapakah dari nabi-nabi yang tidak dianiaya oleh nenek moyangmu?
87748	Siapakah di antara mereka yang akan terlebih mengasihi dia?",Indonesian
Sepupunya adalah aktris bernama Yuki Ninagawa dan Miho Ninagawa.,Indonesian
Masa lalu dikontraskan dengan dan didefinisikan oleh sekarang dan masa depan.,Indonesian
"Para peserta mesta muncul dalam keadaan tidur di area berbeda-beda, dan terbangun karena musik.",Indonesian
"Total pendapatan yang dihasilkan oleh film ini mencapai $857.611.174, melebihi anggaran produksi film $175 juta.",Indonesian
Ryuk adalah Shinigami yang selalu mengikuti Light.,Indonesian
"Pada Oktober 1910, ia bercerai dengan Maezawa.",Indonesian
"Label ini didirikan tahun 1997 oleh Patrick Zelnik, Gilles Paires, dan Eric Tong Cuong.",Indonesian
"Dengan susah paya, saudagar kaya itu mengayuh perahunya melawan arus gelombang laut.",Indonesian
"Carl Gustaf ( ; dikenal sebagai, Bazoka Gustaf dan M2CG) adalah sebuah senjata tanpa tolak balik kaliber 84 mm yang dapat dibawa ke mana saja dan digunakan ulang.",Indonesian
"Prosentase pelajaran yang diberikan menjadi 73% pelajaran praktik/latihan serta teori kemiliteran/keangkatan lautan (profesi), dan 27% pengetahuan akademik (Iptek).",Indonesian
"Smith, p. 393. Degarmo, p. 112. yang paling umum, frase ""baja paduan"" mengacu pada baja paduan rendah.",Indonesian
Beliau seorang ahli hadis yang jujur dan banyak meriwayatkan hadis.,Indonesian
Cara membuatnya yaitu singkong kukus dan garam yang ditumbuk hingga halus kemudian ditempatkan dalam wadah.,Indonesian
"Single ini juga mendapat balutan musik funk era 80-an hingga 90-an, sehingga kental dengan aransemen yang bebas dan liar.",Indonesian
Cape selanjutnya ditolak oleh sebuah peternakan bernama George Orwell's Animal Farm.,Indonesian
Gelar ini memudahkan mereka dalam mendapatkan dana penelitian.,Indonesian
Mereka bahkan menyerang Time Lord saat Time War pada episode spesial 50 tahun Doctor Who.,Indonesian
"Dalam novel ini diceritakan bahwa Hogwarts menjadi tuan rumah 'Turnamen Triwizard, yaitu tunamen yang diadakan untuk mempererat persaudaraan antara sekolah sihir.",Indonesian
"Meskipun metode paralel jauh lebih lambat daripada kombinatorial nyata, keuntungannya adalah bahwa hal itu diketahui persis mana peptida atau bentuk senyawa lainnya pada setiap pin.",Indonesian
"Setelah pecahnya Perang Saudara, ia masuk Union Army.",Indonesian
Rotunda dilengkapi oleh kubah besar setinggi 140 kaki yang disebut juga kubah langit.,Indonesian
"Shah Alam yang sangat berterima kasih, memberikannya gelar Maharajadiraj Rajrajeshwar Alija Bahadur atas keberaniannya.",Indonesian
"Dalam analisis leksikal, mesin mencapai tingkat yang lebih dangkal, mengklasifikasikan sebagai positif atau negatif sesuai dengan kata-kata umum seperti hebat, mengerikan, dll.",Indonesian
Langone adalah kontestan pria kedua yang tereliminasi setelah Paul McDonald.,Indonesian
Dia tetap Paus kelahiran Italia terbaru.,Indonesian
"Kyle Macdonald dari Classic FM UK menyebutkan TwoSet Violin sebagai salah satu dari ""10 cara tahun 2010-an mengubah musik klasik selamanya"" (""10 ways the 2010s changed classical music forever"").",Indonesian
Anggota AP adalah sejumlah penerbit koran dan lembaga penyiaran asal Amerika Serikat.,Indonesian
"Semula bangunan ini digunakan oleh dua instansi, gedung bagian barat digunakan TH untuk pendidikan, gedung bagian timur digunakan Proefstation voor Waterzuivering van den Dienst der Volksgezondheid.",Indonesian
Cina kuno adalah yang pertama kali merekam tulisan mengenai suku Yemaek.,Indonesian
"Sejak akhir abad ke-19, politikus M?ori seperti James Carroll, Apirana Ngata, Te Rangi H?roa dan Maui Pomare, menjadi penting dalam politik Selandia Baru.",Indonesian
Tulisan terakhirnya tentang film ada pada Truthdig.,Indonesian
"AL tertarik untuk memesan maket skala penuh dari F3H-G/H, tetapi merasa bahwa Grumman XF9F-9 dan Vought XF8U-1 sudah memenuhi kebutuhan AL akan pesawat tempur supersonik.",Indonesian
Kecamatan Uluan terdiri dari 17 desa yang terbagi habis dalam 52 dusun.,Indonesian
"Bersama dengan Milan Bala�ic, Pahor muncul sebagai pemimpin sayap pro-reformis partai yang menganjurkan pemotongan masa lalu Komunis dan penerimaan penuh ekonomi pasar bebas.",Indonesian
"Selama tahun 1970an, cristicisme etika dan tuduhan gender dan bias ras menyebabkan penilaian ulang baik bidang psikologi sosial dan eksperimen yang dilakukan.",Indonesian
"Setelah dewasa tinggi mereka dapat mencapai 1 meter, atau setinggi pundak manusia dewasa.",Indonesian
Vrajesh Hirjee ( ) adalah seorang pemeran film dan televisi India.,Indonesian
"Tahun 1960, sekolah sore itu berpisah dari SMAN 3 dan berubah menjadi SMAN 5 Medan.",Indonesian
"Miranda berpacaran dengan Andi (27 tahun), pengangguran yang mengisi waktu luangnya sebagai tukang ojek.",Indonesian
"Untuk gambar Kesatuan Patung Gerilya hanya dapat hadiah sebesar Rp 5.000,- (lima ribu rupiah) kepada gambar yang berjudul ""Mara Hanung"".",Indonesian
Sejarah bandara ini kembali ke tahun 1940-an dan saat ini bandara tersebut telah mengalami banyak pembangunan besar.,Indonesian
Masa Keemasan (The Golden Age).,Indonesian
"Pada awalnya lokasi SMEA Negeri 19 berada di Gandaria, Cijantung, Jakarta Timur.",Indonesian
Kawedanan Sumoroto (dalam sejarah pemerintah Kabupaten Ponorogo).,Indonesian
"Sayangnya, teka-teki tulisan beraksara Indus belum bisa dipecahkan maknanya secara valid, yang membuat teori berdasarkan pemecahan teka-teki ini menjadi lemah.",Indonesian
Langgam IV bermula pada abad pertama tarikh Masehi.,Indonesian
"Akibatnya, koloni ini ditinggalkan dua tahun kemudian.",Indonesian
Kegemarannya pada tokoh Anoman menjadikan ia menempatkan patung kera putih di depan rumahnya.,Indonesian
"Namun, meski secara umum masih memenangi Pemilu 1999 dan 2004 di Kalsel, Partai Golkar tak lagi eksis di Banua Lima yang meliputi Hulu Sungai Selatan, Hulu Sungai Tengah, Hulu Sungai Utara, Balangan, dan Tabalong.",Indonesian
Nama Universitas Medan Area (UMA) diambil sebagai penghargaan atas perjuangan mempertahankan kemerdekaan oleh pejuang-pejuang 1945 di sekitar kota Medan yang lebih dikenal dengan nama �Pejuang-Pejuang Medan Area�.,Indonesian
Pengukuran dilakukan berdasarkan tingkat pengisian vena jugularis dari titik nol atau dari sudut sternum.,Indonesian
"Pada akhirnya, kematian Presiden Kennedy dan kebingungan yang terjadi seputar fakta pembunuhannya masih bersifat politis dan historis.",Indonesian
Para petinggi Angkatan Laut Kekaisaran Jepang pun mengganti nama kelas ini menjadi kelas Shiranui yang merupakan kapal ke-2 dari kelas Kager?.,Indonesian
Pelabuhan Semarang dikembangkan untuk prasarana ekspor hasil bumi (terutama gula) oleh pemerintah kolonial.,Indonesian
Hal ini disebabkan karena Scott tidak terlalu mapan dari segi keuangan.,Indonesian
Bermakna mereka termasuk keluarga besar Saadah BaAlawi.,Indonesian
Dan Tengkorak kembali dengan komposisi dua gitar ditambah 3 orang yang siap merobek telinga para pendengarnya.,Indonesian
"Pada tanggal 14 Desember, diumumkan bahwa singel tersebut berjudul ""Millions"" melalui sebuah poster dengan kredit Kang Seung-yoon, Song Min Ho dan Lee Seung Hoon sebagai penulis lirik serta Kang Seung-yoon, Kang Uk-jin dan Diggy sebagai komposer lagu.",Indonesian
"Siklus hidup gurem dimulai dari fase telur, larva, nimfa dan dewasa.",Indonesian
"Namun demikian, eksistensi Kerajaan Sindangkasih tidak berlangsung lama karena ketidakmampuan Nyi Rambutkasih membendung pengaruh Islam.",Indonesian
"Saat ini, tugu tanda penghormatan ini telah dialihtempatkan ke daerah lapangan perkemahan Katakai Yamanouchi.",Indonesian
"Felton lahir di Epsom, putra pasangan Sharon dan Peter Felton.",Indonesian
Pemerintah kolonial Jerman menetapkan Taman Nasional Namib-Naukluft pada tahun 1907 ketika menentukan wilayah antara Sungai Swakop dan Kuiseb River sebagai lahan perburuan.,Indonesian
"Ikan yang muda memiliki moncong yang meruncing, dengan 8-10 pita melintang (belang) di tubuhnya.",Indonesian
Ia terpilih sebagai Pemenang Pertama Pemilihan Pelajar Teladan Tingkat SLTP (tahun 1976) dan Tingkat SLTA (tahun 1979) se-Kabupaten Tanah Datar.,Indonesian
"Dia juga berperan di musim kedua sitkom, The Sound of Your Heart.",Indonesian
Magma berasal dari hotspot Hawaii yang membentuk Pulau Hawaii sekitar 10 juta tahun.,Indonesian
Ia mampu menjadi pemimpin yang disegani sekaligus dicintai rakyatnya.,Indonesian
"Dalam mitologi Irlandia, Tuireann (Irlandia kuno: Tuirenn atau Tuirill Biccreo) adalah ayah dari Creidhne, Luchtaine dan Giobhniu dan Brigid.",Indonesian
"Sebelumnya, ia bermain di Giant Asia Racing Team.",Indonesian
"Menurut cerita yang lain, tari Awa mulai ditarikan orang sejak Tokushima dijadikan wilayah administrasi (han) tersendiri.",Indonesian
"B�nh x�o juga disajikan dengan selada, mint, basil Thailand, dan mint ikan.",Indonesian
"Museum Sains dan Industri Chiba yang terletak di Ichihara di lokasi bekas pabrik, institut dan Museum Sejarah Alam Pesisir Chiba di Kats?ra berfokus pada lingkungan laut di pesisir Samudra Pasifik.",Indonesian
Atas saran Temminck ia ditunjuk sebagai anggota dewan sains Hindia Belanda.,Indonesian
"Selama perang saudara, baik Nasionalis dan Komunis melakukan kekejaman massal dengan jutaan warga sipil dibunuh oleh kedua belah pihak selama perang Rummel, Rudolph (1994), Death by Government.",Indonesian
Web 2.0 mempunyai keuntungan yaitu memungkinkan pengguna internet dapat melihat konten suatu website tanpa harus berkunjung ke alamat situs yang bersangkutan.,Indonesian
Kedua orangtuanya berprofesi sebagai guru.,Indonesian
"Beberapa jenis komoditas andalan yang dikembangkan di Kabupaten Ngada adalah: Kopi, Kakao, Jambu Mete, Kemiri, Kelapa, Cengkih, Vanili dan Merica.",Indonesian
"Misalnya, Melaleuca brachyandra dikenal dalam World Checklist of Selected Plant Families tetapi sebagai Callistemon brachyandrus oleh ""National Herbarium of New South Wales"" dan oleh ""Royal Botanic Gardens, Melbourne"".",Indonesian
Pengundian babak 32 besar berlangsung pada 3 Mei 2012.,Indonesian
Timbul paceklik dan harga beras menjadi sangat mahal.,Indonesian
Selain itu dia juga menegaskan di blog dia bahwa laporan Metro tersebut salah karena dilaporkan tanpa memahami maksud tersirat lirik tersebut http://namewee.,Indonesian
Universitas Pattimura sumber penggerak pembaharuan.,Indonesian
"Dari legenda tersebut, kita dapat menentukan sudah berapa lama orang Sunda hidup di dataran tinggi Bandung.",Indonesian
"Sementara di tingkat tim nasional, Arif belum pernah dipanggil tim nasional.",Indonesian
"Menurutnya, manusia tidak memakan heikegani, sehingga pola tersebut tidak dibentuk oleh seleksi buatan.",Indonesian
Selanjutnya dari Tahun ke Tahun PPS Betako Merpati Putih berkembang ke seluruh pelosok Tanah Air bahkan Manca Negara.,Indonesian
Warna cokelat muda menunjukkan daerah yang mempunyai ketinggian antara 1000�1500 m di atas permukaan air laut.,Indonesian
"Berners-Lee pada awalnya mengusulkan nama yang berbeda untuk aplikasi barunya, antara lain Tambang Informasi (The Mine of Information) dan Jaring Informasi (Information Mesh) sebagai proposal proposal.",Indonesian
"Untuk meningkatkan perhatian pengemudi lain jalur khusus bus dilapasi dengan bahan berwarna merah, serta dilengkapi dengan markah tulisan ""bus"", ""lajur bus"" ataupun ""jalur bus"".",Indonesian
Padatahun 1894 fasad apse selesai dan pada tahun 1899 pintu roser salah satu pintumasuk ke gereja.,Indonesian
"Pulau ini merupakan salah satu tempat terbasah di Bumi, dengan curah hujan tahunan melebihi di beberapa wilayah pegunungan.",Indonesian
Tujuh artis merupakan musisi yang sudah populer dan satu artis lagi yang dipilih melalui jalur wildcard yang diberikan kepada artis-artis pendatang baru.,Indonesian
Pada saat ini ia bermain untuk tim FC Akademiya Tolyatti.,Indonesian
Nagari memiliki teritorial beserta batasnya serta mempunyai struktur politik dan aparat hukum tersendiri.,Indonesian
"Batangnya tak bercabang, sebagian besar gundul, dan sebagian berduri tempel.",Indonesian
Tubuhnya yang pendek dengan pusat gravitasi yang rendah memungkinkan dirinya melakukan sprint cepat sambil men-driblle bola.,Indonesian
Sang arsitek S. Snuyf mulanya bermaksud untuk membangun stasiun yang besar untuk persinggahan kereta api menuju Bandung.,Indonesian
Eulalia ditangkap karena menganut agama Kristen Roma.,Indonesian
Kompetisi musim ini direncanakan berlangsung di delapan gelanggang olahraga di tujuh kota berbeda.,Indonesian
Finlandia jatuh ke tangan Rusia akibat perang pada tahun 1808�1809.,Indonesian
Pada tahun 870an bencana banjir dan kelaparan melanda wilayah Tiongkok utara dan tengah.,Indonesian
Dalam kawasan Asia ditunjukkan dalam warna kuning.,Indonesian
Penghargaan Magritte untuk Film Terbaik (,Indonesian
Teori konspirasi Chemtrail mulai beredar setelah Angkatan Udara Amerika Serikat (USAF) menerbitkan sebuah laporan 1996 tentang modifikasi cuaca.,Indonesian
"Saat itu, bahasa yang dipakai adalah Bahasa Melayu, sebagai bahasa perhubungan (lingua franca) bukan hanya di Kepulauan Nusantara, melainkan juga hampir di seluruh Asia Tenggara.",Indonesian
Gerousia memiliki kekuasaan inisiatif legislatif yang krusial.,Indonesian
Cangkok dilakukan pada bagian cabang kemiri.,Indonesian
Loudon memberikan pilihan ini setelah mengetahui bahwa Alauddin Mahmud Syah tidak terlibat secara pribadi dalam negosiasi Singapura.,Indonesian
Dinas Pendidikan Kabupaten Banjar pun meliburkan seluruh sekolah yang berada di jalur haul karena sudah dapat dipastikan akan terjadi kemacetan parah.,Indonesian
"Keinginannya untuk memiliki sebuah museum pun hampir terwujud saat Raja Ubud memberikan Blanco sebuah tanah di Campuan, Ubud yang dipergunakannya sebagai rumah sekaligus studio untuk melukis.",Indonesian
Sistem ini berhasil menjaga kesetaraan massa solidi yang beredar.,Indonesian
Supaya pohon mangga itu terus berbuah digunakan sistem semprot sehingga hasilnya menguntungkan.,Indonesian
Ia mempunyai sebanyak 32 orang guru.,Indonesian
"Menurut legenda, Fiachnae yang sedang berada dalam peperanngan di Skotlandia, pulang dengan kemenangan karena pertukaran yang dibuat dengan Manann�n (baik dengannya atau dengan istrinya) untuk membiarkan Manann�n memiliki anak dengan istrinya.",Indonesian
