text,language
menggosip tentang khamah de go Kase kumpul khut teman go pahe gosip,Alas
Dape go racun adinde cunu ken made lah nemu adinde linduno ken sereb kunn menjawab ketike itu dape nari rothe racun si me bise,Alas
rajin ie belajakh khut teladan ndak nakal dan rajin bace buku,Alas
wayuhe uan ku kemale negeri,Alas
cekhiteken tentang mate pelajakhen si paling kao kao geti i i bagas sekolah,Alas
malet sekolah nange aku dan mlet nange mebahan aku main ff amin,Alas
"dengan komunikasi,  ulang lot si ni tutipi kite semangat, ulang malas saling membantu ketike lot masalah ulang pelin2 khubat ulah ulang pepelin mengeas khut nelap ulah kitr malot mende del pepelin nelap pelin ulah kite",Alas
Males belajakh,Alas
megeken cekhok suami malet Nemu bantah cekhok laki,Alas
laus toh bedih mak,Alas
kae kae plin karakter si paling menyebal ken bagi mu,Alas
"sengkikhe ne aku nulis buku,aku akan tulis buku tentang kehidupan ni Bagas lingkungen ku,sebab kisah ne kekhi ne menarik,mulai dakhi Kalak mulai alim,Kalak laknat Kalak baik,Kalak jahat dan Pokokne NGO lengkap kekhine Hadi,Kalak hobi menggosip PE Ndak wayang bue ne",Alas
cekhiteken ketekhe dsmpekne imigekhasi khut migekhasi psde sejakhah daekhah atope negakhe kao?,Alas
gelakh ne PE nggo tertarik pasti get ate mungkin sebab nggo mengket kriteria kite,Alas
kami laus daghe pekan siap Edi kan kami kn GT laus kmi Aceh tenggara lajang lajang baru kami balik payah kan gat Galang be kijap kase dak payah su,Alas
 sebelas hijrah pule kabarken,Alas
aku hakhapne khang tue aku jeme sudah jeme sekhik khuy Mak,Alas
made kin honokh v made timanen v ulng ko pandang bintang khut,Alas
"kite atokh kune masalah ne, nggo kite toh masalah ne bakhu kite bantu jeme lain",Alas
" Te sohlah pade titik jump, pepagi ne kalaki tekhus memulungken kekhine ahli nujum (dukun) Si mejile lot ni selukhuh tanoh alas, kakho te belang kejekhen, namun nihil kekhine usahe edi sie-sie telat buah ahli nujum pe si mampu memekhe ken jawaben sikal kegelisahen sepasang suami istekhi edi",Alas
cakhe ku petame aku belajakh be khut menguasai materi si ku babe dan ku persiapken dikhi ni khumah akhi,Alas
menukhut ku cakhe Kalak di mecwkhok pakek isnting,Alas
kune cakhe kao menentuken kae si bakal kao tuko me di pangan,Alas
kakhene Ni bagas kejujukhen Lot ketenange ni dikhi kite,Alas
" alangkah sedih ne, de malet kase mampu khang tue te menyekolah ken kite",Alas
jikalo kirene engko me babe dengen dari banun kakanda tuwe tubuh kami ni gelem ulang lauto dahi keronde usungen,Alas
tebe perarak en keduwe ne tangan begedi me pule kate karangen ni hadi me pule ie mengampel ni datas idare enggo lah sampe,Alas
ulng ko pandang bintang khut bulan dengkikhe ne ko lupe,Alas
"halusinasi mungkin atau senang ate ne,kae si ni ingin ken ne tecapai",Alas
sewaktu aku menyia nyiaken waktu mude ku kale dengan dak pot kuliah dan bekhanen mekhumah tangge,Alas
hal su paling penting bagas geluh ku adalah berkumpul lhut keluarga setiap wakhi,Alas
"cekhiteken tentang bahase dan komunikasi bagas budaye kendin,temasuk kate atope frasa unik",Alas
"hal tekhbukhuk si mungkin tekhjadi tebeken dikhi ku, apabile salah satu khangtue ku ni tenggo mpung ne ato pe si maha kuase",Alas
hayakme del kite ingget si dak mende e pot gat khasene kite nyesal,Alas
"aku senakhen ceroboh ,tangkang mlt ge ken cekhok orang tue",Alas
"si jelas ne Ndak baik, pebual, Ndak jujukh dan lain sebagai ne",Alas
Tebe ken laskar mekhe ingeten sungguh kah Husin ni Padang daraten berangkat to kao Mase sekarang engko sebut Ken supaye terang,Alas
tekhus perbaiki ekonomi edi mahanse ataupe cakhe indonesia kane maju,Alas
cube jelas ken hal hal kae plin si bahan kalak biakh akan sesuatu,Alas
"misalne nde maso Dauh-dauh imbang kite pelin kadang malet get su ate kite, karene kae kadang iye di sok su malet peet ge Ken ne cerokh kite egois su iye, menang sendiri pelin ate ne",Alas
kalak susah kakhene menolong,Alas
"jike kao memiliki makna waktu,hal kae pelin sipet kao ubah",Alas
malet kutoh di malet nge bedi pikekhen ku aku sedang pokus nyusun skripsi,Alas
"khezeki si khe Allah, kesehaten si tuhan khe Ken ,khang tue ku sehat sehat ya Allah",Alas
hal si malet aku get ate e salah satu ne kebutuhen ku berkukhan te hal si aku senangi e apabile lengkap segale kebutuhen ku,Alas
de aku Mahan gue ku bahan lampune ku mendeken tekhang ku bahan Kase aku Ndak biakh,Alas
ikuti si bahani Kalak e Kase jadi karya terbaik iye,Alas
menukhut mu hal kae plin si paling terbukhuk si mungkin pekhnah tekhajadi ni geluh mu,Alas
ketekhe cakhemu jumoeken aplikasi kami ende ise akhi kin kao dapet di aplikasi nee heyyy,Alas
"kalak khubat,Kalak jahil ganggui aku dan khut Kalak mecekhok i aku",Alas
niat ate akhi dukungen khang tue atau keluakhge akhu,Alas
masjid taqwa ni kute cane e gat ku photo khut pemandangen si indah,Alas
kurang kutoh da maksa su iye bahan se kae me ngat gedj iye nu,Alas
malet laos dape pe kae me si ku cekhite ken,Alas
"buet pagi laus me pekan,tekhem kalihen jeme sebab denoh khaye",Alas
petame tame aku cetokh nukut ne pul edi ku bibitken bage ne de ngo jadi ku suan  siap 2 bulan gat aku panen,Alas
Dari zannatun naim edi khon ne Tapi akirne mahan bahaye Pakenen biru kanda nyate ken Dohor kao bende kane koge ken,Alas
kami si tading tinggal ma'rifat,Alas
cekhite ken kune kami gat nemu jumpe khut imbang mu,Alas
nemu tong ibadah edi mahan aku mesyukukh bagas ngeluh nde,Alas
cekhiteken gambakhen bentuk pekhumahen atau arsitektur teadisional si niguneken bagas budaye atau daekhah mu?,Alas
daun bise atau kate kalak daun kute kene pet njuah pakek belo,Alas
sen sen sen sen sen sen sen sen sen sen bage bage ne sen,Alas
daukh ulang te menjadi begune bagi kite Kane menjage lingkungen me,Alas
"aku khut pak'e ku bage imbang ku bahan, kane kae pe side ndak wayang masih ne bangku, begedi pe aku masih be side",Alas
"gakhami,me naleme gat sengep,gat timai bakhang bhene e medhalan sadhe gat nenggo i khut nggamit i kite,ne Ndak mungkin kenin idhah",Alas
mbuee sebenakh ne mikekhi Mase depan ku ketre pagi Nemu Ndak nu aku soh pakek toga pagi,Alas
"pertame buke aplikasi si sikel kao tuko barang ne ni aplikasi ee baru dakhami kae si kao tuko de ngo cocok ato ngo pas kao kap baru check out gat tapi de tong khagu su maso be, mengket Ken pelin be mekeranjang ne Kane kae biaakh kite nahan nyesal de ngo check out",Alas
"kakhene kecewa khut jeme si iye cintai,sanyangi,khut jeme kekhabet denoh ne lah",Alas
khut ketulusen kite cakhe didik kite baik kite Bane go pasti baik iye v bande,Alas
jeme kehasuken jeme kehasuken jeme kehasuken jeme kehasuken,Alas
"gua e,  bulet lot batune donoh kayu khut donoh lawe ku bahan",Alas
cekhiteken mengenai pengalamen pekhjalanen si unik bekhkesanen si kao miliki,Alas
Ade diye sekolah mace pe seik kae Ken pelosok te kalsk tapi tepetejue Kase Biya kalak,Alas
tebekan dume patik kabari,Alas
"menukhut ku Indonesia ni kateken sebage negakhe hukum,kakhne memperjuangken negakhe Indonesia nde luakh biase buene pengirbanen si ni bekhe ken pahlawan kite kalekh",Alas
cekhiteken hal hal si ninikmati wisatawan asing ni daekhah mu,Alas
ni padang karbale soh me sudah terhenti kabar sultan terbagi,Alas
banjir ni simpang semadam,Alas
wallah hu alam konon buwe ne,Alas
" Kane ni babelah tubuh ne se engo geluh Si Layakh me Natam, te ni dauni oleh tabit dukun mentakh",Alas
uwe tekhe oe sah dalani to ngo laus gat beidh,Alas
kae kae pelin kualitas kalak di pengukhus khumah tangge si hebat,Alas
peristiwe serangkaian si tejadi ni daerah q Ende silayar khut bhuru dinem,Alas
gedang blin lah yang akan kau waktu yang lama y nna yang ada empat macam,Alas
si ku bahan menangi konflik supaya Ndak stres edi dalani plin,Alas
kukhang menyenangkan kakhene kukhang cocok khut kondisi pecekhokku,Alas
dak sanggup ye khut aku aku v begedi me kane kgut ye ee,Alas
"melelo hp, main game, mecekhite khut jabu",Alas
yaedi kematian Ninik ku kakhene sebelum side laus aku nangat mendapetken kasih sayang side akhi,Alas
"berbunge bunge, hati merasa bahagie dan senang",Alas
tes be iye pidoi sen ne pidoi bakhang te khe ne kae si ni pido Edi bakhu ni kateken imbng setie,Alas
wahe tuan ku belahen dikhi,Alas
benda kesukaanku adalah sayukh daun parik kakhene khasanya nikmat khut manis,Alas
"aku penah ni hine senakhen ni sepeleken agan Kalak Mak tamat kuliah ku,Edi jadi tantangen Ku Kane ku buktikan me Kalak kekhine",Alas
siapken bahan matekhi ato topik ni cekhok ken ,Alas
ketekhe inflasi nemu tekhjadi ni bagas bagas kutemu e si kau tohi ni hafi kae kae pelin masalahne,Alas
"tentang gambakhen iklim budaye , sosial, ato pe politik dakhi sebuah pekhiode waktu ato pe kas sesuatu Bagas sejakhah politik Nemu mempengakhui pertumbuhen anak-anak",Alas
menukhutmu ketekhe keluakhgemu luakh biase?,Alas
malet me sahabat cukup imbang pelin kakhene bali kane edi,Alas
kain si mentar engko tambat ken,Alas
ulang nambahi pikeren ulang mbue pidhonen,Alas
"cekhiteken pekhan pendidik en mu, ni bagas adat budayemu, tekhmasuk teradisi atope pkhaktik unik",Alas
Baginde nyate kalah me perang tentu lah pule ni Yawan orang aplah date kite perempuan. Made lot Daye kite ngelawan,Alas
hal si paling malet dewasa si pekhnah kulakuken melelo nggati khut anak-anak ,Alas
aku malet kukhok mangan sayukh Edi Mahan Se malet pot su aku mangan sayukh,Alas
Mege ken cerok Kate ni tuan ne Sujud menyembah dengen segere ne Iluh ni hambur made tertahan Soh me pule mudah mudah en,Alas
sebab mange iye mengenali tulisen malet toh ne makan tulisen,Alas
cukup memfasilitasi menukhut ku sebab nggo terbukti siswa Aceh tenggakhe nde bacakh bacakh,Alas
lingkungan kerja ideal uwelah gaji ne pas khut pekerjaan ne,Alas
mlt let pantai ni kas ku lawe manun amin let,Alas
kae kau mengucapkan ue pada suatu hal terakhi nde nu malet kutkh,Alas
menukhut ku aku tekhkenal kakhene pendidikenku khut prestasi si ku dapetken sehingge Mahan aku ni kenal Kalak lain,Alas
"jakarta, cnn indonesia. Behtukne negakhe indonesia si kite lalui sekhangkaian persitiwa gedang malet mudah sendah mase kolonosasi, penduduk, hingge pasca-medekakh go menorehkan bue pekhistiwe sejakhah",Alas
"menukhutmu,kae si bahasa Indonesia Nemu menjadi salah sebuah bahasa internasional",Alas
cinte khut kasih sayang edi tekhidah saat die mu jadi khumah kite,Alas
ketekhe cakhene mengatukh jadwal kegiatenmu kao khut memastikrn ndak melewatkrn kekae v si paling penting ne khut si terpenting,Alas
kae kae pelin hal si kau bahani ni bagas geluhmu ende selamene ende kao bahani ende?,Alas
dokter un ndauni kalak sakit te maket let dokter malet nemu tebantu kalak sakit e,Alas
"malot mende pekhasat,  ngati bual,  peculas,  pekakhuk",Alas
Membantu iye bgas kususahen dang kene masalah pekhlu untuk ni tolong,Alas
proses mebahannnn dan belajakh kune kase nemu memenuhi kebutuhen kuuu,Alas
berlawan dengen kapir nasrani,Alas
khami kidah kadang gat payah kane melaun ngumpuli poin e,Alas
tetap semangat ulang kendhur ulang patah semangat jadi dhiri sade,Alas
menukhut aku sih malet lotonen PE segekhe ni ganti,Alas
"belajakh, kae si khe gukhu tugas ,dedak belajakh sendikhi Kane lebih aktip",Alas
menukhutmu kae gat kejujukhen edi penting ni kas kasen lain,Alas
se paling populer ne daerah ku tari saman bines khut belo mesusun,Alas
biar ni bunuh raje yang sakti ni tepi guhe tandok berhenti,Alas
"salah satune sembukh pang pinang, khempak-kempah]",Alas
kakhene kene tinjui kene lajak kiding ku dan kene leloken khang tue ku,Alas
"kakhene sejarah nde mengjakhken kite mbue hal,bhage contoh kecil ne bersungguh sungguh,nanem Ken sifat semangat juang",Alas
"siapken mahan sisikel ni, cekhokken, usaheken siap mental pe",Alas
malet kutoh da dek Arya putra Samarinda Indonesia yang sudah ada sejak zaman presiden Soekarno di mata masyarakat,Alas
kune kao lakuken ketike sikel mempersiapken sebuah khapet atau pertemuen,Alas
pristiwa bencana si melande kute ku ielah banjir edi v memakan korban 2 alak dan khumah kalak v bue manun,Alas
khut khut kite nyenati anak te kase ndak kene gan kalak selindung kite,Alas
Ndak kepe Tuhu niet mu die khut aku mekhumah tangge,Alas
mengket telage api yang dalam,Alas
"malet kutoh biding, kae pe ikuti pelin de memang nemu ni ikut, de ndak nemu ulang pakseken edi amin kutoh",Alas
medem tenang Ken pikhren mso pikheri mangan medem laus lajang khut imbang main hp Galang,Alas
"hal si aku get ate tebeken pasangen ku akhi, cakhe iye memang khut pecekhok ne",Alas
kae pekhistiwe sejakhah si paling menakjubken kae sebabne,Alas
cekhiteken tentang kune pengalamen mu mengguneken aplikasi ikata nde,Alas
khang tue hakhte Ku sipaling mehakhge kakhne Edi amin si let ni Bagas geluh ku,Alas
siapken bahan khut alat puledi bakhu masak kae si sikel masak,Alas
kakhene jeme tue te nggo merawat kite dakhi kecil sendah mblin begende,Alas
hal si Nemu Mahan aku jadi Kalak hebat salah satune dengan cakhe disiplin Bagas mengguneken waktu kemudian cite-cite PE tercapai,Alas
kae kao siapken dikhimu saat pagi wakhi kae me si ngat Sitok su nine,Alas
mende mekhiman edi me gat iye jadi imbang baik kite kedepanen,Alas
jelasken alasen kae gat hakhus berbakti me okhang tue,Alas
"ukukhen mejile bhagas geluhku, petebal iman khut akhlak mejile",Alas
muran murak khaje ker'ale alat meperang go cukup keri ne sujud menyembah menyusun jari hambe made panjang ken peri,Alas
cekhiteken tentang makanen atope minumen khas si hanya nemu kao jumpeken ni daekhah atope negakhe mu e,Alas
Edi malet nae te bacai kakhene go pilihen sendikhi kae v Maslah tangung khesiko ne sendikhi,Alas
malet ku toh kae pe nde nggo pusing takal pe nde nggo pusing takal pe nde,Alas
kune cakhene supaye anak khemahe peduku khut kebudayaen,Alas
kae pelin hal si kao get bahani khut imbang-imbang mu,Alas
kakhene kae si ni ingin Ken ne tecapai kae si ni impiken ne terkabul ken,Alas
malot kinget tah kaesi sekali hamin kulakukan bagas ngeluhku nde,Alas
kisah aku pas me laus jkt khut jeme si aku jumpe khut khank alas,Alas
tekhangken tentang kasmu ni bhelinken ,Alas
dengan cakhe mekhubah dikhi menjadi lebih baik dakhi Mase lalu tadingken sifat si Ndak Mende Mase lalu,Alas
se dak nemu ne jadiken lelucon bagas geluh yaitu khang tue khut keadaan fisik,Alas
malet ku toh nange nde ulang buwe su pertanyaan yan,Alas
"menukhut mu, ape kah bahasa indonesia ni cintai oleh masyarakat",Alas
nde kas medem aku senakhen besih Ken setiap wakhi,Alas
ulang de kendin berbuwet duste engko cuni ken mahkote ratu kepe ne engko memakan orang terima oleh mu jung kelewang,Alas
Dengan cakhe menggakhami atau pe masak sade kase nemu kite dapet ke kune si sikel kite ingin kenn,Alas
walo v begende me hasil ne Hamin Nemu si kite olah khuy khut,Alas
kakhene es nikutub Utara mencair akibat pemanasan,Alas
begedi imbang akhi kase Nemu dapet pulsa nine bual khut dak ne gedi me,Alas
dapat membuat tersenyum khut bahagie dalam hidup,Alas
"sejak bangsa Indonesia malet memperhatiken Aceh, setelah Edi Aceh mulai melakukan aksi perlawanen melalui sebuah pergerakan",Alas
"khoi si tukang bagusi e,sebut si kae ne  bermasalah,te nggo siap,kheken sen kenin e",Alas
kae kae pelin kualitas kalak di sebage pemimpin khumah tangge si paling hebat menukhut keluakhgene,Alas
"de nangat kite nuko khumah, kan supuk ii be hayak sen kite kane nemu nuko khumah, de malet sen kite tekhe kite nuko se",Alas
kakhene kadang barang edi si kite perluken khut emang kite pe nggo suke,Alas
ato ni internet kae sendah si terkenalne,Alas
aku semase smp senakhen dapet juakhe 2 dakhi kls satu Soh kls telu,Alas
kakhene aku nemu nambah ilmu nemu si mencapai masa depan bahagia,Alas
kakhene salah paham antakhe imbang atau pe khut saudakhe,Alas
nipekhatiken idangine nakan bahanine kopi kite,Alas
kane prestasi kite tekenal sendah bue khalak gakhe sensasi,Alas
percaye Kane ?,Alas
"hal si mahan aku mekhase hebat sebenakh ne malet, cuman te gat ngo bahagie khang tue ku aku pe ngo mekhase hebat akan hal edi",Alas
pekhhatian dan kasih sayang si aku dapet si Bain aku mekhase di cintai,Alas
penanganne Pantene budayene khut keadaen alamne,Alas
hal kae kae plin si kamu senangi tentang menjadi seorang wanita atau pe pria,Alas
kakene bue pendatang bakhu ni kuta cane nde,Alas
wallpaper khut aplikasine kite gakhami kekhine sesuai,Alas
membanggeken kedue okhang tue kite ni mase depan,Alas
kakhene paktor okhang tue ye dapet pekhatien lebih sehingge kekhine kebutuhene tekhpenuhi,Alas
Ikata nda iyalah aplikasi terjemahen bahase Indonesia ke bahase alas ato pe sebalik ne Nemu kite akses bahane daerah kite masing-masing,Alas
"malot kae pe se dak toh khang tue ku tentang aku,kekhine toh khang tue ku",Alas
metahun tahun be kite suah baru kite dapatken hasilne,Alas
"kakhene khami kap ne,lucu kap ne atau v menghayal go datas su",Alas
lewat penyuluhan khut pelatihen Kalak di ni kampus akhi,Alas
pekhistiwe wakhi nde penting kite toh kase kite Ndak ketadingen infokhmasi menggune untuk kite,Alas
Bagas geluh ku dak so mende-mende su pe malet get ate kalak amin mante ikihi lah misal ne,Alas
tanem be ngo mil baru kite pupuk ngo metue baru kite panen,Alas
"kate awok ku, aku baik, penurut tp kadang malet megeken cekhok",Alas
bhage ken porkis rupe khoh ne,Alas
uwe yeh aman e dan vitamin e dan jage itik aju kjne pe sah dan tidak nemi au daleyen pegaye w,Alas
"jalan jalan khut anak bekhu lain,katekene ngek akat ne",Alas
aplikasi ikata nde aplikasi si mu menerjemahkan ke bahasa alas,Alas
"nde kao nulis sebuah buku, tentang kae buku edi",Alas
"untuk sementakhe malet tule, mungkin Hana let te me kite selengi",Alas
"kakhene sendiri nge kelok menyenangkan,pepelin jejeneng sesade bahan ne",Alas
"setiap pepagi kupilasi kas medem kane khidhi, mbhakhu bekhangkat be kas mebahan",Alas
"ne misal kandu lot mesin waktu, hal kae plin si ingin kandu ukhbah",Alas
si petame tenangkhen pikikhen si kedue menjelajahi daekhah kalak,Alas
"untuk nuan hakhus let mpus ulang nuan ni mpus kalak, siapken lahan si sikel kite suan, siapken bibit, ngo tanem pelakhe mejile kane mu panen hasil",Alas
kae plin si kao lakuken untuk mengisi waktu luangmu?,Alas
nalot penah nekhase he at toe let pe kekulah amin,Alas
kalak jujukh kakhene kejujukhen lebih baij,Alas
"khoh me bengkel honda, sukhuh kalak bengkel si perbaikine",Alas
kae kae pelon si mahanmu mekhase ni cinte khut kalak lain me kalak cinte?,Alas
kae-kae plin pekhatukhen te seandai ne let atukhen ni khumah sendikhi?,Alas
cekhite ken peran pekhang konflik bagas membentuk sejakhah daekhah atau negakhe anda,Alas
"menukhutmu, hal kae kae pelin si nemu mempekhsatuken indonesie ende?",Alas
"kelinci, kakhene imut gedang tule cuping ne ape lagi si wakhne mentakh",Alas
dapet juakhe kelas,Alas
hal si menukhut ate ku lucu edi kane aku ketawe,Alas
dengan cakha mekhingankan pekekhjaan khut membuat bahagie,Alas
celhiteken ketekhe pekhan pendidik en khuy pembelajakhrn ni bagas membentuk sejakhah daekhah atope negakhe mu,Alas
te aku nulis buku aku bahan tema ne tetnga aku kakhene ne adi q tulisken kekhine tentang geluh ku,Alas
menukhut mu kae si tekhjadi khut pkhoses pindah ne ibukota negakhe nde,Alas
ku tohhh aplikasi ndeeee dakhi kakak kuuuuu su paling cantik jelita,Alas
persahabatan menurut ku edi adalah hubungen pertemanan si mu menjadi tempat berkeluh kesah kite,Alas
hal kai yang biase kau pebuet di akhir pekan beli baju khaye dan senjate,Alas
Awe ne pucat enggo berubah Pangsan terhampar enggolah rebah Sari banun meratap mekhate pilu Ate adinde hancukh selalu,Alas
"khoh be khumah makan ne, kate ke kite sikel nukh makanen, habis edi khe ke sen ne",Alas
slow plin gahami si bakhu gat ganti gancih ne gat,Alas
ke nekhe luwah si paling mahal ne gat sebuah cicin emas,Alas
untuk menyelaiken suatu tugas kite nemu mengguneken bebage cakhe salah satune khut cakhe belajar,Alas
"hari kesenangan te, nde senang ate bahagie kite pe",Alas
ketekhe cakhemu menghadepi selujhuh khase mbia mu khut kalak kalak lain ni setempatne,Alas
"sebab pepagie bue khoh bue ne khajeki pe,",Alas
aku lebih milih jeme jujukh walo pe jujukh ne bakal nyakiti pekhasaenku tapi jujukh lebih berharga bangku,Alas
pekhatiken oli ne ulang lambat serprisne,Alas
"ndie nde sakit laus be dukun, soal ne doktekh die malot dan de lot pe ndauh be kota hamin",Alas
kahkene pagi hari waktu yang tepat kite bekeje,Alas
kahrene lot masalah Edi Mahan se khubat khut imbang,Alas
aku mu kuliah sambil ngajar anak kalak khut aku mu laos pade laos sendikhi,Alas
aku gedi ne plin salah ne pagi di hotel ini menawarkan wisata yang ada empat,Alas
cakha mempekholeh tinggi badan dengan bekholah khaga khut senam,Alas
kelok su mangan sen untuk memenuhi se ni sekitakh masyakhakat,Alas
wakhi nde sibuk ne luarkh biase sikel buat kue raye,Alas
nonton film keong mas hayak pelajakhen si Nemu kite buet,Alas
ku bhere ken emas barang se peti,Alas
te gat khusak Honda cakhe milasi se palingen babe me bengkel,Alas
"bue si kulakuken, ngopi khut imbang,  lajang,  gakham khajeki",Alas
"mungkin lot hal lucu idhahne ne, eshi kane iye tawe",Alas
hal hal si lucu kase khamj kalak ngidah se,Alas
kune me ningku bahan cinta ku Enda cinta ku Enda ku bahani,Alas
dampak ganti budaye ni era globalisasi jaman sendah ni bages Indonesia Edi ni bahan kalak luar negeri,Alas
ketekhe cakhe nin menggakhami cakhe cakhe inspirasi,Alas
"ber selang hari, atau pun minggu, bahkan mungkin ber bulan, setelah di ikat dengan sirih pinang, maka di susul oleh pihak laki nole mahan upah (nentuken upah)",Alas
cekhiteken ketekhe khohne motokh medampak sejakhah daekhah mu,Alas
malet get ate ku Bane kune ku bahan te Ndak get ate,Alas
"kae plin hal si nangat kao capei bagas geluh nde, cube jelasken ?",Alas
Pagi anak du ber mohon sile enggo ni takdir ken allah ta'ale mege ken kate ali akbar made sitok pe menaruh sabar,Alas
sanggup kin Kao tukhang ngidah aku begende kane Kao v,Alas
ni rumah adat alas mengingatken tentang sejarah Silayakh khut bekhu dinam,Alas
enggo me surut mahkote ratu,Alas
bekhjalan khut imbang ke wakhung makan tekhdekat dengan motokh,Alas
menukhut ku malot mende kakhene kae kite dak kite toh nan kedepan ne kune nemu plin nahan kite dang ndak mende khut imbangkite ge kakhene toh ne password medsos kite jadi nemu lah post post ne nahan tah kae kae tentang kite,Alas
kune cakhe mu memesan tiket kapal/bus/kereta api?,Alas
ketekhe cakhe pakat nin de sikel nuko khumah?,Alas
"pendapetku tentang hubungen si sehat adalah baik, jujukh, khut bertanggung jawab dan akukh",Alas
kakhene iye menolong kite saat Bagas keadan susah,Alas
cube jelas ken pendapat mu sendikhi kune tanggung jawab seorang suami ni bagas khumah tangge,Alas
kune cakhe Kao mempesiapken dikhi mu saat pagi pagi ne,Alas
"si Nemu membimbing be dalan si benakhne, si Nemu ngekhti khut kite, mejile khupe ne de Nemu nak laki si paham agame",Alas
pendapet side sangat baik kakhene aku anak si mlet hobi menyusahken khang tue,Alas
"sangat dekat, bage amek khut anak ne pada umum ne",Alas
khencane ku khut pasangenku kune kase hubungen kami khoh akur ne kune kase hubungen kami khoh erat ne dengan cakhe saling terbuka satu sama lain,Alas
mungkin kakhene nggo timbul rase nyaman ne,Alas
cekhite tentang kenangen manis ku khut cewek ku,Alas
aku akan meluasken untuk membocokhken se tebeken jeme si khusus ne jujukh,Alas
sempurne untuk aku kumpul khut saudakhe ku khut mek ku wak ku,Alas
"Dhe untuk anak anak khukhang sendah jilene sebhab ni tiktok mbue su pakenen si malet wajakh ni ato,tapi Dhe untuk kami si nggo mbelin nde mungkin Nemu kami sakhing kae si Nemu kami manfaatken teknologi nde nakhi",Alas
menukhut pendapet mu kune kewajiben seorang isti ni bagas khumah tangge,Alas
sekhik ne malet mekhesen nanggat me baju khaye v malet sen kune laus me pajak v,Alas
PPKN mate pelajakhhen si Ndak ku get ti kakhene membahas tentang pasal- pasal sehingge susah untuk ku pahami,Alas
kae plin ulah mu si paling kao sesalie bagi mu,Alas
"Edi imbang si Nemu ni ajak susah senang e oyek imbang si kuat tembohen te Putut, imbang si ngidah kite senang Yepe senang dang ngidah kite sedih Yepe sedih",Alas
cekhiteken lah lebih mbur tentang hobi atopr kebiasaenmu si ndak nemu ni lskukrn oleh kebueen jeme,Alas
kae alasen mu gat malet get ate mu minum kopi atau pe kae alasen mu gat nemu get ate mu minum kopi,Alas
cerite surat enggo begitu ni sembah ken tebe sultan paduke surat ni bace dengen sempurne,Alas
cekhite Ken hal-hal si menakhik dan ajak untuk memantau adat istia,Alas
niperik se utusen mahkote ratu,Alas
khe mangan minum ne jage plikhe mbah mkn ye kase ndak melohe,Alas
se mahan jeme bacakh khajin belajakh khut go lot kin bakat ne,Alas
menurut Mae q aku jemene royal khut kae si pido Mae q Ki turuti langsung Edi me mae q senang khut aku,Alas
Kalak bagi bagi khejeki me Kalak kukhang mampu,Alas
"nde kao menjadi koki atau juru masak, cube cekhiteken kune restorrn mu?",Alas
Malet pengalaman men ku si terindah nggak ku biase biase pelin hamin,Alas
harus kite teliti se detel detelne kane ulang tading ka e,Alas
yaedi si dapet ni tingkatken tentang pengunaan penambahen fitukh bakhu,Alas
uwe yeh tekhe naleme sunguh sunguh kae ngat gedi e y sayang,Alas
ketekhe pendapet kau tentang lgbt,Alas
Kalbu yang gelap supaye terang Budak ne kecil hawe ne garang Si mare langin lalu medalan Sangat lah buwe berlomba lomba en,Alas
de let kesempatan aku ingin laus me cafe si ingin aku kunjungi ato PE tempat wisate khut imbang kite,Alas
kune kao biase ne mekhencaneken agenda khut atukh waktu ketike sikel melakuken lausen bisnis atau kegiatan lainne,Alas
kakhenne tulisen ne agak monol sitok,Alas
kakhene si ni impiken tekhjadi sehingge Mahan bahagie,Alas
"takhik uncum ne ke sip ye ndak nae mecekhok ye, khat gelem",Alas
bhene ne niduh ken khampak ne,Alas
"mengket khumah sakit, suntik ne pantat ku",Alas
 amal ibadat ni sukhuh kuati,Alas
cekhiteken pekhan belnade ni bagas membentukken sejakhah ni wilayah mu,Alas
khut cikhem tipis sesekali tatap mate ne,Alas
se sikol ku lakuken bagas geluhku nemu aku bahagie ken kedue khang tue ku,Alas
wakhi terburuk ku ni tadingken kedue khang tue,Alas
babe to bende sultan yang sahdah tebe telage api engko berpindah,Alas
"kikhe kikhe, kune plin cakhe ne kamu gat nemu mimpi bongi nde",Alas
kakhne mate pelajakhen ne sangat membosan ken,Alas
te nggo let ibu kota kae nange si pindah pindah mahan khecok pelin,Alas
aku penah tading ni pasantren selame enem tahun dekah ne,Alas
kucing karena kucing iyalah hewah yang manis dan lucu,Alas
"mecekhite khut imbang,sambil gosip dak wayang khami ne",Alas
"de aku jadi fotografer, mbue hall sii ku fotoii, contoh ne bagee ku fotoii bunge-bunge, ku fotoii tulee pemandangen ni deleng deleng, khut lebe si ni sekitakhen ku",Alas
mekheken hadiah be khang tue kakhene hal si begegi Mahan khang tue senang,Alas
cube jelas ken pendapet mu sendikhi kune cakhe mu membedeken kualitas bakhang mejile khut ndak mejile,Alas
karene setiap kae kite bahan ni negara Ende me kite lot hukum ne,Alas
cakhe ne khajin ulng pebual tekun mebahan,Alas
"jujukh,mudah ni pecaye, amanah dan khajin beribadah",Alas
kune pikekhenmu kao gat nemu sukses ni suatu wakhi,Alas
Bagas adat alas budaye paling ku bangge Ken khut aku senangi Edi me pemamanen khut antat takhuh,Alas
mekhe perhatien me khalak lain laus lajang gat mangan gat tandok due alak amin edi si malot nemu kite lakuken,Alas
